id;zagolovok;index;name;date;sheets;number;direction;note;
443;;2396-04;Заявка Департамента Смоленской области по сельскому хозяйству и продовольствию на учатие в отборе;17.06.2014;;;;"СПК ""Шестаково"" Кардымовский район";
444;;2395-04;Заявка Департамента Смоленской области по сельскому хозяйству и продовольствию на учатие в отборе;17.06.2014;;;;"ООО ""АГРОХОЛДИНГИ ""УСПЕНСКОЕ"" Вяземский район";
445;;2439-04;Заявка Департамента Смоленской области по сельскому хозяйству и продовольствию на учатие в отборе;20.06.2014;;;;"ООО ""АЭРОАГРО""";
446;;4406-04;Заявка Департамента Смоленской области по сельскому хозяйству и продовольствию на учатие в отборе;28.11.2014;;;;"ООО ""Птицефабрика Сметанино""";
447;Удмуртская Республика ;02/8-04760;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;27.11.2014;;;;"СПК ""имени Суворова"";                    ООО ""Родина"";                                      ООО ""Русский Пычас""";
448;;02/8-04816;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;02.12.2014;;;;"СПК (колхоз) ""Кулига""";
449;;02/8-04391;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;30.10.2014;;;;"КФХ ""Чумберьяг"";                                      ООО ""Ялово"";                                                    ООО ""Балезинская сортоиспытательная станция"";                                                        СПК (колхоз) ""Дружба""";
450;;02/8-03933;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;29.09.2014;;;;"ООО ""Удмуртская птицефабрика""; ООО ""Халды"";                                           ООО ""Нива"";                                                    ООО ""Озерки плюс""";
451;;02/8-03565;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;02.09.2014;;;;"ООО ""Северный"";                              СПК-Колхоз ""Авангард""";
452;;02.08.3081;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;24.07.2014;;;;"СПК ""Аксакшур""";
453;;02.08.3071;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;24.07.2014;;;;"СПК-колхоз ""имени Свердлова"";      СПК ""Свобода"";                                             ООО ""Труженик"";                                           СПК ""Звезда"";                                                       ИП ГКФХ Хохряков Н.В.;                              СПК-Колхоз ""Авангард"";                              СПК ""Коммунар"";                                            ЗАО ""Ошмес"";                                                  ООО ""Первый май"";                                       ООО ""Рико-Агро"";                                             ИП ГКФХ Александров В.И.";
454;;02/8-02784;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;03.07.2014;;;;ИП гл. КФХ Чупин А.Н.;
455;;02/8-02714;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;30.06.2014;;;;"СПК (колхоз) ""Рассвет"";                    ОАО ""Учхоз Июльское ИжГСХА""; ООО ""РОССИЯ"";                                            ООО ""Восход"";                                              ИП ГКФХ Александров В.И.;                        СПК ""Колхоз им. Ленина"";                           СПК ""Парзинский""";
456;;02/8-02713;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;30.06.2014;;;;СПК имени Кирова ;
457;;02/8-02219;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;28.05.2014;;;;"СПК ""Держава"";                                 СПК ""Звезда"";                                                 ЗАО ""Ошмес"";                                                СПК-Колхоз ""Авангард"";                            ""Родник"";                                                              СПК (колхоз) ""Свобода"";                                      ЗАО ""Развитие"";                                               СПК ""Югдон"";                                              СХПК ""Луч""";
458;;02/8-01680;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;28.04.2014;;;;"СПК ""Чутырский"";                                  ООО ""Восход"";                                               ООО ""Писеевское"";                                       ООО ""Какси"";                                                 ИП гл. КФХ Киселев М.П.;                            СПК (колхоз) ""Дружба"";                                 СПК ""Каменный ключ"";                                ООО ""Ильинское молоко""";
459;;02/8-01681;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;28.04.2014;;;;"СПК ""Колхоз им. Ленина""";
460;;02/8-01674;Заявка Министерства сельского хозяйства и продовольствия Удмурской Республики на участие в отборе;28.04.2014;;;;"КФХ ""Колчин и сын""";
461;Хабаровский край;8.1-37/2954;Заявка Министерства сельского хозяйства и продовольствия Хабаровского края на участие в отборе с приложением;01.08.2014;2;01.фев;;;
462;;100140045;"Копия договора между ОАО ""Сбербанк России"" и ОАО ""Племенной птицеводческий завод ""Хабаровский"" об открытии невозобновляемой кредитной линии";10.04.2014;22;мар.24;;;
463;;147503/003;"Копия кредитного договора между ОАО ""Россельхозбанк"" и ООО ""Черняевское""";18.04.2014;18;25-42;;;
464;Хабаровский край;8.1-37/3060;Заявка Министерства сельского хозяйства и продовольствия Хабаровского края на участие в отборе с приложением;03.10.2014;2;43-44;;;
465;;147500/0033;"Копия кредитного договора между ОАО ""Российский Сельскохозяйственный банк"" и ООО ""Даниловка""";29.04.2014;23;45-67;;;
466;Хабаровский край;8.1-37/513;Заявка Министерства сельского хозяйства и продовольствия Хабаровского края на участие в отборе с приложением;09.04.2014;2;68-69;;;
467;;100130174;"Копия договора между ОАО ""Сбербанк России"" и ОАО ""Племенной птицеводческий завод ""Хабаровский"" об открытии невозобновляемой кредитной линии";30.12.2013;12;70-81;;;
468;Челябинская область ;860;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;24.02.2014;;;;"ООО Мясоперерабатывающая корпорация ""Ромкор""";
469;;859;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;24.02.2014;;;;"ОАО ""Птицефабрика Челябинская""
ОАО ""Птицефабрика Челябинская""
ОАО ""Птицефабрика Челябинская""";
470;;1918;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;18.04.2014;;;;"КХ Кужабекова Серика Жумабековича
СХПК ""Черноборский""
ИП КПХ Алляров Артур Расулевич 
КХ Горбунова Дмитрия Александровича 
ИП Шмидт Владимир Валентович ";
471;;1462;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;28.03.2014;;;;"ООО ""Агро-ВВЕК""
ООО ""Агро-ВВЕК""
ИП Карсакбаев А.Б.
ООО ""Рассвет""
ИП Глава КФХ Дубков Ю.Г.
ИП Глава КФХ Дубков Ю.Г.
ИП Глава КВХ Крель О.Н.
ИП Глава КФХ Ранько Ю.П.
ООО ""Авангард""";
472;;2467;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;19.05.2014;;;;"ООО ""Рассвет""
ООО ""Рассвет""
СХПК ""Черноборский""
КХ ""Салаватулина З.И,""
КХ ""Карнаухов С.Н.""
ООО СП ""Исток-Агро""
ООО ""Совхоз Брединский""
ООО ""Агрофирма ""Комсомольский""
ООО ""Агрофирма ""Комсомольский""
ООО АПК ""Феникс""
ООО АПК ""Феникс""
ООО ""Артель- Северное""
ИП глава КФХ Маслов Юрий Владимирович
 ОАО ""Птицефабрика Челябинская ""
КФХ ""Белошумаково""
ООО ""Беловодье""
КХ ""Колос-М""
ИП главаКФХ Алларяров Артур Расулевич
ИП КФХ Артуров Марат Хусанович
ИП глава КФХ Мурсалов Нариман Гафар Оглы";
473;;2425;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;15.05.2014;;;;"ИП ГКФХ Ескендиров Асылхан Сапаргалиевич; СХПК ""Сагитово"";                                                         ИП Бажков Андрей Александрович;                         ИП глава КФХ Крель Оксана Николаевна;               ИП Шмидт Владимир Валентинович;                           ИП глава КФХ Васильев Александр Германович; ИП Цибикова Л.Я.;                                                     КФХ Кажев Д.В.;                                                               ООО ""Агро- Сельхозпродукт"";                                  ООО ""Октябрьский КХП"";                                         ООО ""Октябрьский КХП"";                                          ООО ""Время"";                                                                ООО ""Совхоз Степной"";                                               ИП Жанабаев Каракул Кенжебаевич;                           Глава КФХ  Ранько Ю.П.;                                             ИП Резниченко Владимир Николаевич;                         ООО ""Ключевское"";                                                      ИП Гл.КФХ Захаров Алексей Викторович;             ИП Гаврилов Алесандр Васильевич;  ООО ""Агрофирма Южноуральская""";
474;;2511;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;20.05.2014;;;;"ООО ""СХП Яик""
 КХ Карнаухов С.Н.
СПК""Коелгинское""
СПК ""Подовинное""
ООО ""Княжий сокольник""
ООО ""Княжий сокольник""
ИП гл.КФХ Ермоленко Иван Николаевич
ООО ""Совхоз Брединский""
ООО ""Артель- Северное""
ИП  гл. кфх Гаджиханов Сергей Юрьевич
ИП Приданков Александр Борисович
ООО ""Урал Молоко""
КХ ""Колос - М""
ИП гл.КФХ Шерстобитов Сергей Александрович (№127817/0021)
ИП глава КФХ Ивлюшкин В.Н. (№127817/0021)
КФХ ""Березка"" (№127803/0015)
КФХ ""Табаков А.М."" (№153)
СПК ""Ташкиново"" (№127812/0002)
СПК ""Подовинное""
ООО ""Зингейка "" (№82)
ИП гл.КФХ Варламов Анатолий Леонидович";
475;;2415;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;15.05.2014;;;;"ООО Агрофирма ""Андреевская"" (№137802/0031)
ООО СП ""Агрофирма Заря""
ИП Глава КФХ Абдулфаизов Ринат Хурматович
ККФХ ""Мираж""
Крестьянское хозяйство ""Радуга-2""
ООО ""Красноармейское""
ООО ""Николаевское""(№137803/0029)
ИП Глава КФХ Репьев Федор Евгеньевич
ИП Ермагамбетов Жангильды Орынбасарович 
ИП Черных Анатолий Александрович
КХ ""Буревестник""
КФХ ""Сайгутина Ф.П.""
ООО ""Нива""
ИП Глава КФХ Косырев Сергей Викторович
ИП Шакенов Кунуспай Мусусбаевич
КХ ""Березки""
КХ ""Пушкарского С.И.""
ООО ""СХП Яик""
ООО ""Научно-производственное объединение ""Сад и огород""";
476;;1971;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;21.04.2014;;;;"ООО ""СХП Росток""
ООО ""Овощное""
ООО ""Потапов""
ООО ""СП Южное""
ОАО ""Птицефабрика Челябинская""
ОАО СХП ""Красноармейское""
ООО ""ПКЗ ""Дубровский""
СХПК ""Черновский""
СХПК ""Черновский""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Подовинное""
ИП Новогородов В.М.
ООО ""Тарутино""
ООО ""Хлебинка""
ИП Глава КФХ Крель Оксана Николаевна 
ИП Глава КФХ Крель Оксана Николаевна 
";
477;;2661;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;29.05.2014;;;;"ООО ""Предуралье""
ООО ""Климовское""
СХПК ""Черновской"" 
ООО ""Агрофирма Ариант""
КХ Карнаухов С.Н.
ИП гл. КФХ Исакова Лариса Юрьевна
ИП гл. КФХ Ермоленко Иван Николаевич
ИП КФХ Бурумбаев Р.Р.";
478;;2662;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;29.05.2014;;;;"КХ ""Радуга""
Агрофирма ""Андреевская""
ИП Ерушев С.В.
ООО ""Урал""
ООО ""Красноармейское""
ООО ""Рыминское""
ООО ""Николаевское""
ИП Репьев Ф.Е.
Агрофирма ""Заря""
ИП Гаврилов А.В.
ИП Абдудфаизов Р.Х. (отс. № 137803/0024 от 31.05.2013); 
ООО ""Нива"" (отс. №137803/0040 от 21.11.2013)
ООО ""Зингейка""
ООО ""Беловодье""
ИП Лазарев А.В.
КХ СТародубцева А.И.
КХ ""Урал""
ИП гл.КФХ Крель Оксана Николаевна
ООО ""Кассельское""
ИП гл.КФХ Крель Оксана Николаевна";
479;;3269;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;02.07.2014;;;;"ОАО СПХ ""Красноармейское""
ООО ""Агрофирма""Южноуральская""
ИП ГКФХ Клявлин Иван Петрович
ООО ""Гама Урал""
КХ ""Шанс""
ИП ГКФХ ХажинРустем Жаватович 
ООО ""Гарант"" 
ООО ""Гарант""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""";
480;;4327;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;29.08.2014;;;;"ОАО ""Современное хозяйствование Акбашевский""
Глава КФХ Ранько Юрий Петрович
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
СПК ""Коелгинское""
ООО ""Рассвет""
КФХ ""Арго""
ООО ""АгроТех""
ИП Чечулина Галина Ивановна
ООО ""Совхоз Степной""
ООО сельскохозяйственное предприятие ""Агрофирма Заря""
ООО ""Современное хозяйтсвование Брединский""";
481;;3162;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;27.06.2014;;;;"ПК ""Подовинное""
ИП Глава КФХ Крелья Оксана Николаевна
ИП Глава КФХ Крелья Оксана Николаевна
ООО ""Совхох Береговой""
ИП Ермагбетов Жангильды Орынбасарович
ИП Глава КФХ Бабарыкин П.А.
ООО ""ПКЗ""Дубровский""
КХ ""Касакбаев К.Б.""
ООО ""Светлогорское зерно""
ООО ""СП Искорка""
ООО ""СП Искорка""
ОАО ""Совхоз Акбашевский""
ОАО ""Совхоз Акбашевский""
КФХ Горбунова Дмитрия Александровича
ООО ""Агро-ВВЕК""
СПК ""Август""
ООО ""Октябрьский комбинат хлебопродуктов""
ООО ""Потапов""
КФХ ""Камень""
КХ Карнаухов С.Н.
";
482;;3161;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;27.06.2014;;;;"ООО ""Заозерный"";                                       ООО ""Красноармейское"";                             ООО ""Хлебинка"";                                        ООО ""Белоносовское"";                                 СПК ""Коелгинское"";                                   СПК ""Коелгинское"" (отсут. №127805/0026 от 31.08.2012) ;                    СХПК ""Черновской"" (отсут. №127816/0014 от 07.06.2012, №127816/0016 от 20.06.2012, №127816/0019 от 24.07.2012)";
483;;6578;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;10.12.2014;;;;"ООО ""Агрофирма Ариант""";
484;;5368;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;20.10.2014;;;;"ООО ""Агрофирма Ариант""";
485;;3277;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;02.07.2014;;;;"ООО ""Агрокомплекс ""Чурилово""";
486;;4255;Заявка Министерства сельского хозяйства и продовольствия Челябинской области на участие в отборе;26.08.2014;;;;"ОАО ""Птицефабрика Челябинская""";
487;;6828;Заявка Министерства сельского хозяйства Челябинской области на участие в отборе;19.12.2014;;;;"ООО ""Время"";                                               ООО ""СиЛаЧ"";                                              ИП Жанабаев К.К.;                                         ООО ""Артель-Северное"";                               КФХ ""Табаков А.М."";                                 ООО СП ""Южное"";                                      ОАО СП ""Красноармейское"";                         КФХ ""Салавата Юлаева"";                           СПК ""колхоз им. Шевченко"";                        ООО ""Шантаринский"";                                    Гл. КФХ Сысоев Н.В.";
488;;5949;Заявка Министерства сельского хозяйства Челябинской области на участие в отборе;17.11.2014;;;;"ЗАО ""Саткинский хлебокомбинат""";
489;;3166;Заявка Министерства сельского хозяйства Челябинской области на участие в отборе;27.06.2014;;;;"ОАО ""Птицефабрика Челябинская""; ИП Сутормин ;                                           ООО ""Колос"";                                            КФХ ""Галина""";
490;;1744;Заявка Минестерства сельского хозяйства Челябинской области на участие в отборе;12.04.2013;;;;"ОАО ""Птицефабрика Челябинская""
ОАО ""Птицефабрика Челябинская""
ОАО ""Птицефабрика Челябинская""";
491;;5793;Заявка Министерства сельского хозяйства Челябинской области на участие в отборе;10.11.2014;;;;"СПК ""Коелгинское"";                                     СПК ""Август"";                                               ООО ""Авангард"";                                                                ООО ""Арго-Сельхозпродукт"";                           ООО ""Овощное сельское хозяйство""; КХ ""Хасимов РТ"";                                      ООО ""Время"";                                              ИП гл. КФХ Лычагин В.И.;                            ИП Шакенов К.М.;                                       ИП Муканова К.Т.;                                        КХ Кужабекова С.Ж.;                                     КХ Карнаухова С.Н.;                                     КХ Ламерт В.А.";
492;;4253;Заявка Министерства сельского хозяйства Челябинской области на участие в отборе;26.08.2014;;;;;
493;Белгородская область;06.02.1933;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;15.01.2015;;;;"ООО ""Белгородские гранилированные корма""";
494;;06.02.1958;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;20.01.2015;;;;"ИП Стрельцов Сергей Викторович
ИП глава КФХ Троценко Алексей Васильевич
ООО ""Победа"" (№1714-К/БФ-08)";
495;;6-03/1025;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.09.2015;;;;"ОАО ""Самаринское""";
496;;6-03/1020;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.09.2015;;;;"ЗАО ""Корочанский плодопитовник""
ЗАО ""Приосколье""";
497;;6-03/1027;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.09.2015;;;;"ООО ""Агрохолдинг Ивнянский""
ИП Стрельцов Сергей Вкиторович 
ООО ""Заречье""
ЗАО ""Краснояружская зерновая компания""";
498;;6-03/1023;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.09.2015;;;;"ЗАО ""Краснояружская зерновая компания""";
499;;6-02/1006;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.06.2015;;;;"ООО ""Ракита""
ООО ""Ракита""
ООО ""Ракита""
ООО ""Ракита""
ИП КФХ Горященко Дмитрий Викторович 
ООО ""Луценково""
КФХ ""Шанс""
КФХ ""Шанс""";
500;;6-02/296;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;12.03.2015;;;;"ООО ""АВАНГАРД-АГРО-Белгород""
ООО ""АВАНГАРД-АГРО-Белгород""
ООО ""Источник""
ООО ""Источник""";
501;;6-02/434;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;27.03.2015;;;;"ОАО ""ЭФКО""
ООО ""Алексеевский соевый комбинат""";
502;;6-02/433;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;24.03.2015;;;;"ООО ""Ровеньки-маслосырзавод""";
503;;6-02/1008;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.06.2015;;;;ИП -Глава КФХ Горященко Дмитрий Викторович;
504;;6-02/712;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;28.04.2015;;;;"ИП-Глава КФХ Лапина Ирина Павловна
КФХ ""Тайна""
КФХ ""Молния""
КФХ ""Луч-2""
ООО ""Козинская""
ООО ""Козинская""";
505;;6-02/1005;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.06.2015;;;;"ООО ""АгроСервис""
ООО ""Белгородская Зерновая Компания""
КФХ ""Крона""";
506;;6-02/1009;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.06.2015;;;;"ООО ""АПК ""ПРОМАГРО""
ООО ""АПК ""ПРОМАГРО""";
507;;6-02/02/2180;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;20.11.2015;;;;"ИП Глава К(Ф)Х Красноперов Василий Нестерович 
ООО ""Сатива""";
508;;6-02/1294;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.07.2015;;;;ИП-Глава Заднепрянская Наталья Александровна;
509;;6-02/1291;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;14.07.2015;;;;"ЗАО ""Свинокомплекс Короча""
ЗАО ""БелКом""";
510;;6-02/02/2408;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.12.2015;;;;"ИП-Глава КФХ Рязанов Николай Борисович
ЗАО ""Алексеевский Бекон""
ЗАО ""КапиталАгро""";
511;;6-02/02/2406;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;10.12.2015;;;;"ОАО ""Самаринское""";
512;;6-02/02/2297;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;02.12.2015;;;;"СПК ""Большевик""
СПК ""Большевик""";
513;;6-02/1462;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;17.08.2015;;;;"КФХ ""Крона""
ЗАО ""Чуевское поле""
ООО ""Центрально-черноземная агропромышленная компания""";
514;;6-02/02/1818;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;07.10.2015;;;;"ООО ""Центрально-черноземная агропромышленная компания""
ЗАО ""Скороднянское""
КФХ ""Марина""";
515;;6-02/02/1822;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;07.10.2015;;;;"ООО ""Краснояружский сахарник""";
516;;6-02/02/18109;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;22.10.2015;;;;"ООО ""Агротех-гарант"" Алексеевский
АО ""Оскольское молоко""
ИП Глава КФХ Винник Ю.И.
ИП Глава КФХ Винник Ю.И.
ИП Глава КФХ Винник Ю.И.
ОО О ""Сатива""
АО ""Загорье""";
517;;6-02/1133;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;24.06.2015;;;;"ИП Глава КФХ Снаговская Валентина Ивановна
ИП Глава КФХ Снаговская Валентина Ивановна
ЗАО ""Приосколье""";
518;;6-02/02/18107;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;22.10.2015;;;;"ООО ""Тепличный Комплекс Белогорье""";
519;;6-02/1347;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;31.07.2015;;;;"ООО ""Селекционно гибридный Центр""";
520;;6-02/1460;Заявка Уполномоченный орган АПК субъекта Российской Федерации Белгородской области на участие в отборе;17.08.2015;;;;"ООО ""Мясо-молочная ферма""Нежеголь""";
521;;6-02/1497;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;18.08.2015;;;;"ООО ""Молочная компания""Северкий Донец""";
522;;6-02/02/2421;Заявка Департамента агропромышленного комплекса Белгородской области на участие в отборе;11.12.2015;;;;"ООО ""БОРИСОВСКИЙ СВИНОКОМПЛЕКС""
ООО ""БЕЛГОРОДСКАЯ СВИНИНА""
ООО ""БОРИСОВСКИЙ СВИНОКОПМЛЕКС-1""
ООО ""ГРАЙВОРОНСКИЙ СВИНОКОМПЛЕКС""
ООО ""Белгородский свинокомплекс-1""
ООО ""Яковлевский комбикормовый завод""";
523;Владимирская область ;ДСХП-6079-08-06;Заявка Департамента сельского хозяйства и продовольствия на участие в отборе;25.12.2015;;;;"ООО ""Юрьево- поле""";
524;Вологодская область;02-1234/15;Заявка Департамента сельского хозяйства и продовольственных ресурсов Вологодской области на участие в отборе;23.03.2015;;;;"ООО ""Вологодская ягода"";
ООО ""Вологодская ягода";
525;;02-0285/15;Заявка Департамента сельского хозяйства и продовольственных ресурсов Вологодской области на участие в отборе;26.01.2015;;;;"ООО ""Вологодская ягода""";
526;;02-0120/15;Заявка Департамента сельского хозяйства и продовольственных ресурсов Вологодской области на участие в отборе;19.01.2015;;;;"Племенной завод-колхоз ""Аврора""";
527;Воронежская область;60-11-01/3226;Заявка Департамента аграрной политики Воронежской области на участие в отборе;11.12.2015;;;;"ИП глава КФХ Гашдадов Иман-Ахмад Ахмаднабиевич
ЗАО ""Павловское МТС"" (№151400/0297)
ЗАО ""Павловское МТС"" (№957015377)
ИП глава КФХ Гармащов Сергей Васильевич(№151404/0024)
ИП глава КФХ Кривоспицкий Сергей Николаевич (№151413/0016)
 ООО ""Варваровка"" (№151401/0026)
ООО ""НДН-АГРО"" (№141419/0012)
ООО  ""АгроНадежда"" (№151401/0025)
ООО ""Специализированное хозяйство Московское"" (№76кр/2015)
ИП глава КФХ ЛучагинСергей Семенович (№151406/0010)
 ИП глава КФХ Лучагин Сергей Семенович (№151406/0013)
ИП глава КФХ ЛучагинСергей Семенович (№151406/0007)
ИП глава КФХ Лучагин Сергей Семенович (№151406/0017)
ИП глава КФХ Сысоев Александр Андреевич (№2216/90131365/015/15/1) ";
528;Воронежская область;60-11-01/2409;Заявка Департамента аграрной политики Воронежской области на участие в отборе;15.09.2015;;;;"ИП гл. КФХ Куркин В.Н.;                        ИП гл. КФХ Соловьев С.В.;                    ООО ""Центрально-Черноземная агропромышленная компания"";            ООО ""Ручеек"";                                       ООО ""Бутурлиновский Агрокомплекс""; ООО ""Битюгов берег""; ООО""Сельхозтехника;                               ИП гл. КФХ Гладких В,П.;                      ИП гл. КФХ Зубов И.Е.;                               ИП гл. КФХ Ярославцев А. Ф.;              ИП гл. КФХ Голев Н.В.;                              ООО ""ВоробьевкаАгро""";
529;;60-11-01/3121;Заявка Департамента аграрной политики Воронежской области на участие в отборе;03.12.2015;;;;"ООО ""Специализированное хозяйство Московское""";
530;;60-11-01/3123;Заявка Департамента аграрной политики Воронежской области на участие в отборе;03.12.2015;;;;"ООО ""Специализированное хозяйство Московское""";
531;;60-11-01/3065;Заявка Департамента аграрной политики Воронежской области на участие в отборе;27.11.2015;;;;"ООО ""АГРОЭКО-ВОРОНЕЖ""";
532;;60-11-01/2916;Заявка Департамента аграрной политики Воронежской области на участие в отборе;11.11.2015;;;;"ООО ""СП""ДОН""";
533;;60-11-01/3063;Заявка Департамента аграрной политики Воронежской области на участие в отборе;27.11.2015;;;;"ООО ""АГРОЭКО-ВОРОНЕЖ""";
534;;60-11-01/2632;Заявка Департамента аграрной политики Воронежской области на участие в отборе;08.10.2015;;;;"ООО ""Фэско""";
535;;60-11-01/2918;Заявка Департамента аграрной политики Воронежской области на участие в отборе;11.11.2015;;;;"ООО ""ЧЕРКИЗОВО-СВИНОВОДСТВО""";
536;;60-11-01/2769;Заявка Департамента аграрной политики Воронежской области на участие в отборе;26.10.2015;;;;"ООО ""Донской Бекон""";
537;;60-11-01/3064;Заявка Департамента аграрной политики Воронежской области на участие в отборе;27.112015;;;;"ООО ""АГРОЭКО-ВОРОНЕЖ""";
538;;60-11-01/3062;Заявка Департамента аграрной политики Воронежской области на участие в отборе;27.11.2015;;;;"ООО ""АГРОЭКО-ВОРОНЕЖ""";
539;;60-11-01/3099;Заявка Департамента аграрной политики Воронежской области на участие в отборе;01.12.2015;;;;"ОАО ""Тобус""";
540;;60-11-02/1662;Заявка Департамента аграрной политики Воронежской области на участие в отборе;24.06.2015;;;;"ОАО ""Тобус""";
541;;60-11-01/3100;Заявка Департамента аграрной политики Воронежской области на участие в отборе;01.12.2015;;;;"ООО ""ЭкоНиваАрго""";
542;;60-11-01/2920;Заявка Департамента аграрной политики Воронежской области на участие в отборе;11.11.2015;;;;"ИП гл. КФХ Антонов А.Н.;                 ИП гл. КФХ Попов Н.С.;                     ИП гл. КФХ Гноевая Л.И.;                   ООО ""Авангард-Агро-Воронеж""; ООО""Победа"";                                     СХА ""Терновская"";                                 ЗАО ""Павловская МТС"";                                Ип гл. КФХ Ляленко А.В.";
543;;60-11-01/2774;Заявка Департамента аграрной политики Воронежской области на участие в отборе;26.10.2015;;;;"ПСК (сельхозартель) Правда;                 ООО ""Агротех-Гарант"" Нащекино; ООО ""Дон"";                                        СХА ""Ярковская"";                                     ООО ""Агротех-Гарант"" Русаново;                 ООО ""Агротех-Гарант"" Хлебородное; ИП гл. КФХ Утешева Н.И.";
544;;60-11-01/2919;Заявка Департамента аграрной политики Воронежской области на участие в отборе;11.11.2015;;;;"ОАО ""Ольховатский сахарный комбинат""";
545;;60-11-01/1805;Заявка Департамента аграрной политики Воронежской области на участие в отборе;03.07.2015;;;;"ООО ""Моносит - Инвест Групп"";    ООО ""ВИП ИСКРА"";                               ООО ""Дубравное-Арго""";
546;;60-11-01/1390;Заявка Департамента аграрной политики Воронежской области на участие в отборе;25.05.2015;;;;"ИП гл. КФХ Антонов Н.Н.;                     СХА ""Криница"";                                          ИП гл. КФХ Белозеров В.А.;                      ООО ""Нива"";                                                 ООО ""Дон"";                                                   ООО ""Содружество""                                          ";
547;;60-11-01/1492;Заявка Департамента аграрной политики Воронежской области на участие в отборе;03.06.2015;;;;"ОАО ""Хреновской конный завод""";
